Season,Week,Team,Day,Date,Win,OT,Home,Opp,Off_Pts,Def_Pts,G,Spread,Total,Actual_Total,Div_Game
2022,9,RAV,Mon,7-Nov,1,0,0,NOR,27,13,9,-1.5,46.5,40,0
2022,11,RAV,Sun,20-Nov,1,0,1,CAR,13,3,10,-13,41.5,16,0
2022,12,RAV,Sun,27-Nov,0,0,0,JAX,27,28,11,-3.5,43,55,0
2022,13,RAV,Sun,4-Dec,1,0,1,DEN,10,9,12,-9.5,39.5,19,0
2022,14,RAV,Sun,11-Dec,1,0,0,PIT,16,14,13,1.5,36.5,30,1
2022,15,RAV,Sat,17-Dec,0,0,0,CLE,3,13,14,3,38,16,2
2022,16,RAV,Sat,24-Dec,1,0,1,ATL,17,9,15,-6.5,34.5,26,0
2022,17,RAV,Sun,1-Jan,0,0,1,PIT,13,16,16,-2.5,35,29,2
2022,18,RAV,Sun,8-Jan,0,0,0,CIN,16,27,17,9,39.5,43,2
2022,1,BUF,Thu,8-Sep,1,0,0,RAM,31,10,1,-2.5,52,41,0
2022,2,BUF,Mon,19-Sep,1,0,1,OTI,41,7,2,-10,47.5,48,0
2022,3,BUF,Sun,25-Sep,0,0,0,MIA,19,21,3,-4.5,53,40,1
2022,4,BUF,Sun,2-Oct,1,0,0,RAV,23,20,4,-3,51,43,0
2022,5,BUF,Sun,9-Oct,1,0,1,PIT,38,3,5,-14,45.5,41,0
2022,6,BUF,Sun,16-Oct,1,0,0,KAN,24,20,6,-2.5,54,44,0
2022,8,BUF,Sun,30-Oct,1,0,1,GNB,27,17,7,-10.5,47,44,0
2022,9,BUF,Sun,6-Nov,0,0,0,NYJ,17,20,8,-11,46,37,1
2022,10,BUF,Sun,13-Nov,0,1,1,MIN,30,33,9,-6.5,44.5,63,0
2022,11,BUF,Sun,20-Nov,1,0,1,CLE,31,23,10,-7.5,50,54,0
2022,12,BUF,Thu,24-Nov,1,0,0,DET,28,25,11,-9.5,54.5,53,0
2022,13,BUF,Thu,1-Dec,1,0,0,NWE,24,10,12,-3.5,43.5,34,1
2022,14,BUF,Sun,11-Dec,1,0,1,NYJ,20,12,13,-10,43,32,2
2022,15,BUF,Sat,17-Dec,1,0,1,MIA,32,29,14,-7,43.5,61,2
2022,16,BUF,Sat,24-Dec,1,0,0,CHI,35,13,15,-8,40,48,0
2022,18,BUF,Sun,8-Jan,1,0,1,NWE,35,23,16,-7.5,43.5,58,2
2022,1,CAR,Sun,11-Sep,0,0,1,CLE,24,26,1,-1.5,42,50,0
2022,2,CAR,Sun,18-Sep,0,0,0,NYG,16,19,2,2,43.5,35,0
2022,3,CAR,Sun,25-Sep,1,0,1,NOR,22,14,3,2.5,41,36,1
2022,4,CAR,Sun,2-Oct,0,0,1,CRD,16,26,4,-1,43.5,42,0
2022,5,CAR,Sun,9-Oct,0,0,1,SFO,15,37,5,6.5,39.5,52,0
2022,6,CAR,Sun,16-Oct,0,0,0,RAM,10,24,6,10,41.5,34,0
2022,7,CAR,Sun,23-Oct,1,0,1,TAM,21,3,7,13,39.5,24,1
2022,8,CAR,Sun,30-Oct,0,1,0,ATL,34,37,8,4,41,71,1
2022,9,CAR,Sun,6-Nov,0,0,0,CIN,21,42,9,7,42.5,63,0
2022,10,CAR,Thu,10-Nov,1,0,1,ATL,25,15,10,2.5,41.5,40,2
2022,11,CAR,Sun,20-Nov,0,0,0,RAV,3,13,11,13,41.5,16,0
2022,12,CAR,Sun,27-Nov,1,0,1,DEN,23,10,12,1,36,33,0
2022,14,CAR,Sun,11-Dec,1,0,0,SEA,30,24,13,4,44.5,54,0
2022,15,CAR,Sun,18-Dec,0,0,1,PIT,16,24,14,-2.5,37.5,40,0
2022,16,CAR,Sat,24-Dec,1,0,1,DET,37,23,15,2.5,43.5,60,0
2022,17,CAR,Sun,1-Jan,0,0,0,TAM,24,30,16,3.5,40.5,54,2
2022,18,CAR,Sun,8-Jan,1,0,0,NOR,10,7,17,3.5,41.5,17,2
2022,1,CHI,Sun,11-Sep,1,0,1,SFO,19,10,1,6,38,29,0
2022,2,CHI,Sun,18-Sep,0,0,0,GNB,10,27,2,10,41.5,37,1
2022,3,CHI,Sun,25-Sep,1,0,1,HTX,23,20,3,-3,39,43,0
2022,4,CHI,Sun,2-Oct,0,0,0,NYG,12,20,4,3,39,32,0
2022,5,CHI,Sun,9-Oct,0,0,0,MIN,22,29,5,7.5,44,51,1
2022,6,CHI,Thu,13-Oct,0,0,1,WAS,7,12,6,1,38,19,0
2022,7,CHI,Mon,24-Oct,1,0,0,NWE,33,14,7,8.5,40.5,47,0
2022,8,CHI,Sun,30-Oct,0,0,0,DAL,29,49,8,10,42.5,78,0
2022,9,CHI,Sun,6-Nov,0,0,1,MIA,32,35,9,4,45.5,67,0
2022,10,CHI,Sun,13-Nov,0,0,1,DET,30,31,10,-2.5,48.5,61,1
2022,11,CHI,Sun,20-Nov,0,0,0,ATL,24,27,11,2.5,49,51,0
2022,12,CHI,Sun,27-Nov,0,0,0,NYJ,10,31,12,7,38.5,41,0
2022,13,CHI,Sun,4-Dec,0,0,1,GNB,19,28,13,4.5,45,47,2
2022,15,CHI,Sun,18-Dec,0,0,1,PHI,20,25,14,8.5,48.5,45,0
2022,16,CHI,Sat,24-Dec,0,0,1,BUF,13,35,15,8,40,48,0
2022,17,CHI,Sun,1-Jan,0,0,0,DET,10,41,16,6,52.5,51,2
2022,18,CHI,Sun,8-Jan,0,0,1,MIN,13,29,17,7,42.5,42,2
2022,1,CIN,Sun,11-Sep,0,1,1,PIT,20,23,1,-7,44,43,1
2022,2,CIN,Sun,18-Sep,0,0,0,DAL,17,20,2,-7,42,37,0
2022,3,CIN,Sun,25-Sep,1,0,0,NYJ,27,12,3,-6,45,39,0
2022,4,CIN,Thu,29-Sep,1,0,1,MIA,27,15,4,-3.5,47.5,42,0
2022,5,CIN,Sun,9-Oct,0,0,0,RAV,17,19,5,3.5,47.5,36,1
2022,6,CIN,Sun,16-Oct,1,0,0,NOR,30,26,6,-3,43,56,0
2022,7,CIN,Sun,23-Oct,1,0,1,ATL,35,17,7,-6.5,47,52,0
2022,8,CIN,Mon,31-Oct,0,0,0,CLE,13,32,8,-3,45,45,1
2022,9,CIN,Sun,6-Nov,1,0,1,CAR,42,21,9,-7,42.5,63,0
2022,11,CIN,Sun,20-Nov,1,0,0,PIT,37,30,10,-3.5,40,67,2
2022,12,CIN,Sun,27-Nov,1,0,0,OTI,20,16,11,-1.5,43,36,0
2022,13,CIN,Sun,4-Dec,1,0,1,KAN,27,24,12,2.5,53,51,0
2022,14,CIN,Sun,11-Dec,1,0,1,CLE,23,10,13,-5.5,46.5,33,2
2022,15,CIN,Sun,18-Dec,1,0,0,TAM,34,23,14,-3.5,45,57,0
2022,16,CIN,Sat,24-Dec,1,0,0,NWE,22,18,15,-3,41.5,40,0
2022,18,CIN,Sun,8-Jan,1,0,1,RAV,27,16,16,-9,39.5,43,2
2022,1,CLE,Sun,11-Sep,1,0,0,CAR,26,24,1,1.5,42,50,0
2022,2,CLE,Sun,18-Sep,0,0,1,NYJ,30,31,2,-6.5,39.5,61,0
2022,3,CLE,Thu,22-Sep,1,0,1,PIT,29,17,3,-4.5,38.5,46,1
2022,4,CLE,Sun,2-Oct,0,0,0,ATL,20,23,4,-1,47.5,43,0
2022,5,CLE,Sun,9-Oct,0,0,1,SDG,28,30,5,1,47,58,0
2022,6,CLE,Sun,16-Oct,0,0,1,NWE,15,38,6,-2.5,43,53,0
2022,7,CLE,Sun,23-Oct,0,0,0,RAV,20,23,7,6.5,45.5,43,1
2022,8,CLE,Mon,31-Oct,1,0,1,CIN,32,13,8,3,45,45,1
2022,10,CLE,Sun,13-Nov,0,0,0,MIA,17,39,9,3.5,49.5,56,0
2022,11,CLE,Sun,20-Nov,0,0,0,BUF,23,31,10,7.5,50,54,0
2022,12,CLE,Sun,27-Nov,1,1,1,TAM,23,17,11,3,42,40,0
2022,13,CLE,Sun,4-Dec,1,0,0,HTX,27,14,12,-8,46.5,41,0
2022,14,CLE,Sun,11-Dec,0,0,0,CIN,10,23,13,5.5,46.5,33,2
2022,15,CLE,Sat,17-Dec,1,0,1,RAV,13,3,14,-3,38,16,2
2022,16,CLE,Sat,24-Dec,0,0,1,NOR,10,17,15,-3,32,27,0
2022,17,CLE,Sun,1-Jan,1,0,0,WAS,24,10,16,2,40.5,34,0
2022,18,CLE,Sun,8-Jan,0,0,0,PIT,14,28,17,2.5,40,42,2
2022,1,DAL,Sun,11-Sep,0,0,1,TAM,3,19,1,2,50,22,0
2022,2,DAL,Sun,18-Sep,1,0,1,CIN,20,17,2,7,42,37,0
2022,3,DAL,Mon,26-Sep,1,0,0,NYG,23,16,3,1,39,39,1
2022,4,DAL,Sun,2-Oct,1,0,1,WAS,25,10,4,-3,41.5,35,1
2022,5,DAL,Sun,9-Oct,1,0,0,RAM,22,10,5,5.5,42,32,0
2022,6,DAL,Sun,16-Oct,0,0,0,PHI,17,26,6,6.5,42,43,1
2022,7,DAL,Sun,23-Oct,1,0,1,DET,24,6,7,-6.5,49,30,0
2022,8,DAL,Sun,30-Oct,1,0,1,CHI,49,29,8,-10,42.5,78,0
2022,10,DAL,Sun,13-Nov,0,1,0,GNB,28,31,9,-4,44.5,59,0
2022,11,DAL,Sun,20-Nov,1,0,0,MIN,40,3,10,-1.5,48.5,43,0
2022,12,DAL,Thu,24-Nov,1,0,1,NYG,28,20,11,-10,45.5,48,2
2022,13,DAL,Sun,4-Dec,1,0,1,CLT,54,19,12,-10.5,44.5,73,0
2022,14,DAL,Sun,11-Dec,1,0,1,HTX,27,23,13,-17,44,50,0
2022,15,DAL,Sun,18-Dec,0,1,0,JAX,34,40,14,-4,48,74,0
2022,16,DAL,Sat,24-Dec,1,0,1,PHI,40,34,15,-4.5,47,74,2
2022,17,DAL,Thu,29-Dec,1,0,0,OTI,27,13,16,-12.5,39.5,40,0
2022,18,DAL,Sun,8-Jan,0,0,0,WAS,6,26,17,-7,40,32,2
2022,1,DEN,Mon,12-Sep,0,0,0,SEA,16,17,1,-6.5,44.5,33,0
2022,2,DEN,Sun,18-Sep,1,0,1,HTX,16,9,2,-10,45.5,25,0
2022,3,DEN,Sun,25-Sep,1,0,1,SFO,11,10,3,1.5,44.5,21,0
2022,4,DEN,Sun,2-Oct,0,0,0,RAI,23,32,4,2.5,45.5,55,1
2022,5,DEN,Thu,6-Oct,0,1,1,CLT,9,12,5,-3,42,21,0
2022,6,DEN,Mon,17-Oct,0,1,0,SDG,16,19,6,4.5,45.5,35,1
2022,7,DEN,Sun,23-Oct,0,0,1,NYJ,9,16,7,1.5,37,25,0
2022,8,DEN,Sun,30-Oct,1,0,0,JAX,21,17,8,2,40.5,38,0
2022,10,DEN,Sun,13-Nov,0,0,0,OTI,10,17,9,2.5,39,27,0
2022,11,DEN,Sun,20-Nov,0,1,1,RAI,16,22,10,-2.5,41,38,2
2022,12,DEN,Sun,27-Nov,0,0,0,CAR,10,23,11,-1,36,33,0
2022,13,DEN,Sun,4-Dec,0,0,0,RAV,9,10,12,9.5,39.5,19,0
2022,14,DEN,Sun,11-Dec,0,0,1,KAN,28,34,13,8.5,44,62,1
2022,15,DEN,Sun,18-Dec,1,0,1,CRD,24,15,14,-1.5,36.5,39,0
2022,16,DEN,Sun,25-Dec,0,0,0,RAM,14,51,15,-3,36.5,65,0
2022,17,DEN,Sun,1-Jan,0,0,0,KAN,24,27,16,12.5,45,51,2
2022,18,DEN,Sun,8-Jan,1,0,1,SDG,31,28,17,-3,39.5,59,2
2022,1,DET,Sun,11-Sep,0,0,1,PHI,35,38,1,6,48.5,73,0
2022,2,DET,Sun,18-Sep,1,0,1,WAS,36,27,2,-1.5,48.5,63,0
2022,3,DET,Sun,25-Sep,0,0,0,MIN,24,28,3,6,52.5,52,1
2022,4,DET,Sun,2-Oct,0,0,1,SEA,45,48,4,-3.5,48,93,0
2022,5,DET,Sun,9-Oct,0,0,0,NWE,0,29,5,3,45.5,29,0
2022,7,DET,Sun,23-Oct,0,0,0,DAL,6,24,6,6.5,49,30,0
2022,8,DET,Sun,30-Oct,0,0,1,MIA,27,31,7,3.5,51.5,58,0
2022,9,DET,Sun,6-Nov,1,0,1,GNB,15,9,8,3.5,49.5,24,1
2022,10,DET,Sun,13-Nov,1,0,0,CHI,31,30,9,2.5,48.5,61,1
2022,11,DET,Sun,20-Nov,1,0,0,NYG,31,18,10,3,44.5,49,0
2022,12,DET,Thu,24-Nov,0,0,1,BUF,25,28,11,9.5,54.5,53,0
2022,13,DET,Sun,4-Dec,1,0,1,JAX,40,14,12,-1,51,54,0
2022,14,DET,Sun,11-Dec,1,0,1,MIN,34,23,13,-2,51.5,57,2
2022,15,DET,Sun,18-Dec,1,0,0,NYJ,20,17,14,1,43.5,37,0
2022,16,DET,Sat,24-Dec,0,0,0,CAR,23,37,15,-2.5,43.5,60,0
2022,17,DET,Sun,1-Jan,1,0,1,CHI,41,10,16,-6,52.5,51,2
2022,18,DET,Sun,8-Jan,1,0,0,GNB,20,16,17,5,49,36,2
2022,1,GNB,Sun,11-Sep,0,0,0,MIN,7,23,1,2.5,46,30,1
2022,2,GNB,Sun,18-Sep,1,0,1,CHI,27,10,2,-10,41.5,37,1
2022,3,GNB,Sun,25-Sep,1,0,0,TAM,14,12,3,1,42,26,0
2022,4,GNB,Sun,2-Oct,1,1,1,NWE,27,24,4,-9.5,40,51,0
2022,5,GNB,Sun,9-Oct,0,0,1,NYG,22,27,5,-8,41.5,49,0
2022,6,GNB,Sun,16-Oct,0,0,1,NYJ,10,27,6,-7.5,45,37,0
2022,7,GNB,Sun,23-Oct,0,0,0,WAS,21,23,7,-4.5,41.5,44,0
2022,8,GNB,Sun,30-Oct,0,0,0,BUF,17,27,8,10.5,47,44,0
2022,9,GNB,Sun,6-Nov,0,0,0,DET,9,15,9,-3.5,49.5,24,1
2022,10,GNB,Sun,13-Nov,1,1,1,DAL,31,28,10,4,44.5,59,0
2022,11,GNB,Thu,17-Nov,0,0,1,OTI,17,27,11,-3,41,44,0
2022,12,GNB,Sun,27-Nov,0,0,0,PHI,33,40,12,6.5,46,73,0
2022,13,GNB,Sun,4-Dec,1,0,0,CHI,28,19,13,-4.5,45,47,2
2022,15,GNB,Mon,19-Dec,1,0,1,RAM,24,12,14,-7,39.5,36,0
2022,16,GNB,Sun,25-Dec,1,0,0,MIA,26,20,15,3.5,49.5,46,0
2022,17,GNB,Sun,1-Jan,1,0,1,MIN,41,17,16,-3,47.5,58,2
2022,18,GNB,Sun,8-Jan,0,0,1,DET,16,20,17,-5,49,36,2
2022,1,HTX,Sun,11-Sep,0,1,1,CLT,20,20,1,7,45.5,40,1
2022,2,HTX,Sun,18-Sep,0,0,0,DEN,9,16,2,10,45.5,25,0
2022,3,HTX,Sun,25-Sep,0,0,0,CHI,20,23,3,3,39,43,0
2022,4,HTX,Sun,2-Oct,0,0,1,SDG,24,34,4,6,45,58,0
2022,5,HTX,Sun,9-Oct,1,0,0,JAX,13,6,5,7,43.5,19,1
2022,7,HTX,Sun,23-Oct,0,0,0,RAI,20,38,6,7,46,58,0
2022,8,HTX,Sun,30-Oct,0,0,1,OTI,10,17,7,3.5,39,27,1
2022,9,HTX,Thu,3-Nov,0,0,1,PHI,17,29,8,13.5,45.5,46,0
2022,10,HTX,Sun,13-Nov,0,0,0,NYG,16,24,9,4.5,41,40,0
2022,11,HTX,Sun,20-Nov,0,0,1,WAS,10,23,10,3,41,33,0
2022,12,HTX,Sun,27-Nov,0,0,0,MIA,15,30,11,14,47,45,0
2022,13,HTX,Sun,4-Dec,0,0,1,CLE,14,27,12,8,46.5,41,0
2022,14,HTX,Sun,11-Dec,0,0,0,DAL,23,27,13,17,44,50,0
2022,15,HTX,Sun,18-Dec,0,1,1,KAN,24,30,14,14.5,48.5,54,0
2022,16,HTX,Sat,24-Dec,1,0,0,OTI,19,14,15,3,35.5,33,2
2022,17,HTX,Sun,1-Jan,0,0,1,JAX,3,31,16,3,43,34,2
2022,18,HTX,Sun,8-Jan,1,0,0,CLT,32,31,17,2.5,37.5,63,2
2022,1,CLT,Sun,11-Sep,0,1,0,HTX,20,20,1,-7,45.5,40,1
2022,2,CLT,Sun,18-Sep,0,0,0,JAX,0,24,2,-3,45,24,1
2022,3,CLT,Sun,25-Sep,1,0,1,KAN,20,17,3,5.5,51,37,0
2022,4,CLT,Sun,2-Oct,0,0,1,OTI,17,24,4,-3.5,43,41,1
2022,5,CLT,Thu,6-Oct,1,1,0,DEN,12,9,5,3,42,21,0
2022,6,CLT,Sun,16-Oct,1,0,1,JAX,34,27,6,-1.5,41,61,2
2022,7,CLT,Sun,23-Oct,0,0,0,OTI,10,19,7,2.5,41.5,29,2
2022,8,CLT,Sun,30-Oct,0,0,1,WAS,16,17,8,-3,39.5,33,0
2022,9,CLT,Sun,6-Nov,0,0,0,NWE,3,26,9,5,40.5,29,0
2022,10,CLT,Sun,13-Nov,1,0,0,RAI,25,20,10,4,41,45,0
2022,11,CLT,Sun,20-Nov,0,0,1,PHI,16,17,11,6.5,45.5,33,0
2022,12,CLT,Mon,28-Nov,0,0,1,PIT,17,24,12,-2.5,39.5,41,0
2022,13,CLT,Sun,4-Dec,0,0,0,DAL,19,54,13,10.5,44.5,73,0
2022,15,CLT,Sat,17-Dec,0,1,0,MIN,36,39,14,3.5,47.5,75,0
2022,16,CLT,Mon,26-Dec,0,0,1,SDG,3,20,15,4,45.5,23,0
2022,17,CLT,Sun,1-Jan,0,0,0,NYG,10,38,16,5.5,39,48,0
2022,18,CLT,Sun,8-Jan,0,0,1,HTX,31,32,17,-2.5,37.5,63,2
2022,1,JAX,Sun,11-Sep,0,0,0,WAS,22,28,1,3,43,50,0
2022,2,JAX,Sun,18-Sep,1,0,1,CLT,24,0,2,3,45,24,1
2022,3,JAX,Sun,25-Sep,1,0,0,SDG,38,10,3,3,42.5,48,0
2022,4,JAX,Sun,2-Oct,0,0,0,PHI,21,29,4,6.5,45.5,50,0
2022,5,JAX,Sun,9-Oct,0,0,1,HTX,6,13,5,-7,43.5,19,1
2022,6,JAX,Sun,16-Oct,0,0,0,CLT,27,34,6,1.5,41,61,2
2022,7,JAX,Sun,23-Oct,0,0,1,NYG,17,23,7,-3,43.5,40,0
2022,8,JAX,Sun,30-Oct,0,0,1,DEN,17,21,8,-2,40.5,38,0
2022,9,JAX,Sun,6-Nov,1,0,1,RAI,27,20,9,2.5,48,47,0
2022,10,JAX,Sun,13-Nov,0,0,0,KAN,17,27,10,9,51,44,0
2022,12,JAX,Sun,27-Nov,1,0,1,RAV,28,27,11,3.5,43,55,0
2022,13,JAX,Sun,4-Dec,0,0,0,DET,14,40,12,1,51,54,0
2022,14,JAX,Sun,11-Dec,1,0,0,OTI,36,22,13,3.5,41,58,1
2022,15,JAX,Sun,18-Dec,1,1,1,DAL,40,34,14,4,48,74,0
2022,16,JAX,Thu,22-Dec,1,0,0,NYJ,19,3,15,2,37,22,0
2022,17,JAX,Sun,1-Jan,1,0,0,HTX,31,3,16,-3,43,34,2
2022,18,JAX,Sat,7-Jan,1,0,1,OTI,20,16,17,-6.5,40,36,2
2022,1,KAN,Sun,11-Sep,1,0,0,CRD,44,21,1,-6.5,54,65,0
2022,2,KAN,Thu,15-Sep,1,0,1,SDG,27,24,2,-4,54,51,1
2022,3,KAN,Sun,25-Sep,0,0,0,CLT,17,20,3,-5.5,51,37,0
2022,4,KAN,Sun,2-Oct,1,0,0,TAM,41,31,4,1,46,72,0
2022,5,KAN,Mon,10-Oct,1,0,1,RAI,30,29,5,-7,51.5,59,1
2022,6,KAN,Sun,16-Oct,0,0,1,BUF,20,24,6,2.5,54,44,0
2022,7,KAN,Sun,23-Oct,1,0,0,SFO,44,23,7,-1,49,67,0
2022,9,KAN,Sun,6-Nov,1,1,1,OTI,20,17,8,-12.5,45.5,37,0
2022,10,KAN,Sun,13-Nov,1,0,1,JAX,27,17,9,-9,51,44,0
2022,11,KAN,Sun,20-Nov,1,0,0,SDG,30,27,10,-5,52.5,57,2
2022,12,KAN,Sun,27-Nov,1,0,1,RAM,26,10,11,-15.5,42,36,0
2022,13,KAN,Sun,4-Dec,0,0,0,CIN,24,27,12,-2.5,53,51,0
2022,14,KAN,Sun,11-Dec,1,0,0,DEN,34,28,13,-8.5,44,62,1
2022,15,KAN,Sun,18-Dec,1,1,0,HTX,30,24,14,-14.5,48.5,54,0
2022,16,KAN,Sat,24-Dec,1,0,1,SEA,24,10,15,-10,49.5,34,0
2022,17,KAN,Sun,1-Jan,1,0,1,DEN,27,24,16,-12.5,45,51,2
2022,18,KAN,Sat,7-Jan,1,0,0,RAI,31,13,17,-9,52.5,44,2
2022,1,RAI,Sun,11-Sep,0,0,0,SDG,19,24,1,3.5,52.5,43,1
2022,2,RAI,Sun,18-Sep,0,1,1,CRD,23,29,2,-5.5,51.5,52,0
2022,3,RAI,Sun,25-Sep,0,0,0,OTI,22,24,3,-2,45.5,46,0
2022,4,RAI,Sun,2-Oct,1,0,1,DEN,32,23,4,-2.5,45.5,55,1
2022,5,RAI,Mon,10-Oct,0,0,0,KAN,29,30,5,7,51.5,59,1
2022,7,RAI,Sun,23-Oct,1,0,1,HTX,38,20,6,-7,46,58,0
2022,8,RAI,Sun,30-Oct,0,0,0,NOR,0,24,7,-1.5,49.5,24,0
2022,9,RAI,Sun,6-Nov,0,0,0,JAX,20,27,8,-2.5,48,47,0
2022,10,RAI,Sun,13-Nov,0,0,1,CLT,20,25,9,-4,41,45,0
2022,11,RAI,Sun,20-Nov,1,1,0,DEN,22,16,10,2.5,41,38,2
2022,12,RAI,Sun,27-Nov,1,1,0,SEA,40,34,11,4,47.5,74,0
2022,13,RAI,Sun,4-Dec,1,0,1,SDG,27,20,12,-2.5,49.5,47,2
2022,14,RAI,Thu,8-Dec,0,0,0,RAM,16,17,13,-6,44.5,33,0
2022,15,RAI,Sun,18-Dec,1,0,1,NWE,30,24,14,-1.5,45,54,0
2022,16,RAI,Sat,24-Dec,0,0,0,PIT,10,13,15,2,38,23,0
2022,17,RAI,Sun,1-Jan,0,1,1,SFO,34,37,16,9.5,42.5,71,0
2022,18,RAI,Sat,7-Jan,0,0,1,KAN,13,31,17,9,52.5,44,2
2022,1,SDG,Sun,11-Sep,1,0,1,RAI,24,19,1,-3.5,52.5,43,1
2022,2,SDG,Thu,15-Sep,0,0,0,KAN,24,27,2,4,54,51,1
2022,3,SDG,Sun,25-Sep,0,0,1,JAX,10,38,3,-3,42.5,48,0
2022,4,SDG,Sun,2-Oct,1,0,0,HTX,34,24,4,-6,45,58,0
2022,5,SDG,Sun,9-Oct,1,0,0,CLE,30,28,5,-1,47,58,0
2022,6,SDG,Mon,17-Oct,1,1,1,DEN,19,16,6,-4.5,45.5,35,1
2022,7,SDG,Sun,23-Oct,0,0,1,SEA,23,37,7,-4.5,50.5,60,0
2022,9,SDG,Sun,6-Nov,1,0,0,ATL,20,17,8,-3,49.5,37,0
2022,10,SDG,Sun,13-Nov,0,0,0,SFO,16,22,9,7.5,45,38,0
2022,11,SDG,Sun,20-Nov,0,0,1,KAN,27,30,10,5,52.5,57,2
2022,12,SDG,Sun,27-Nov,1,0,0,CRD,25,24,11,-2.5,48.5,49,0
2022,13,SDG,Sun,4-Dec,0,0,0,RAI,20,27,12,2.5,49.5,47,2
2022,14,SDG,Sun,11-Dec,1,0,1,MIA,23,17,13,3,53.5,40,0
2022,15,SDG,Sun,18-Dec,1,0,1,OTI,17,14,14,-3,46.5,31,0
2022,16,SDG,Mon,26-Dec,1,0,0,CLT,20,3,15,-4,45.5,23,0
2022,17,SDG,Sun,1-Jan,1,0,1,RAM,31,10,16,-6.5,41.5,41,0
2022,18,SDG,Sun,8-Jan,0,0,0,DEN,28,31,17,3,39.5,59,2
2022,1,RAM,Thu,8-Sep,0,0,1,BUF,10,31,1,2.5,52,41,0
2022,2,RAM,Sun,18-Sep,1,0,1,ATL,31,27,2,-10,46.5,58,0
2022,3,RAM,Sun,25-Sep,1,0,0,CRD,20,12,3,-3.5,48.5,32,1
2022,4,RAM,Mon,3-Oct,0,0,0,SFO,9,24,4,1.5,42.5,33,1
2022,5,RAM,Sun,9-Oct,0,0,1,DAL,10,22,5,-5.5,42,32,0
2022,6,RAM,Sun,16-Oct,1,0,1,CAR,24,10,6,-10,41.5,34,0
2022,8,RAM,Sun,30-Oct,0,0,1,SFO,14,31,7,-2.5,42,45,2
2022,9,RAM,Sun,6-Nov,0,0,0,TAM,13,16,8,3,42.5,29,0
2022,10,RAM,Sun,13-Nov,0,0,1,CRD,17,27,9,-2.5,39.5,44,2
2022,11,RAM,Sun,20-Nov,0,0,0,NOR,20,27,10,2.5,39,47,0
2022,12,RAM,Sun,27-Nov,0,0,0,KAN,10,26,11,15.5,42,36,0
2022,13,RAM,Sun,4-Dec,0,0,1,SEA,23,27,12,7,41,50,1
2022,14,RAM,Thu,8-Dec,1,0,1,RAI,17,16,13,6,44.5,33,0
2022,15,RAM,Mon,19-Dec,0,0,0,GNB,12,24,14,7,39.5,36,0
2022,16,RAM,Sun,25-Dec,1,0,1,DEN,51,14,15,3,36.5,65,0
2022,17,RAM,Sun,1-Jan,0,0,0,SDG,10,31,16,6.5,41.5,41,0
2022,18,RAM,Sun,8-Jan,0,1,0,SEA,16,19,17,6,41.5,35,2
2022,1,MIA,Sun,11-Sep,1,0,1,NWE,20,7,1,-3,46,27,1
2022,2,MIA,Sun,18-Sep,1,0,0,RAV,42,38,2,3.5,44.5,80,0
2022,3,MIA,Sun,25-Sep,1,0,1,BUF,21,19,3,4.5,53,40,1
2022,4,MIA,Thu,29-Sep,0,0,0,CIN,15,27,4,3.5,47.5,42,0
2022,5,MIA,Sun,9-Oct,0,0,0,NYJ,17,40,5,-3.5,45,57,1
2022,6,MIA,Sun,16-Oct,0,0,1,MIN,16,24,6,3,45.5,40,0
2022,7,MIA,Sun,23-Oct,1,0,1,PIT,16,10,7,-7.5,44.5,26,0
2022,8,MIA,Sun,30-Oct,1,0,0,DET,31,27,8,-3.5,51.5,58,0
2022,9,MIA,Sun,6-Nov,1,0,0,CHI,35,32,9,-4,45.5,67,0
2022,10,MIA,Sun,13-Nov,1,0,1,CLE,39,17,10,-3.5,49.5,56,0
2022,12,MIA,Sun,27-Nov,1,0,1,HTX,30,15,11,-14,47,45,0
2022,13,MIA,Sun,4-Dec,0,0,0,SFO,17,33,12,4.5,45.5,50,0
2022,14,MIA,Sun,11-Dec,0,0,0,SDG,17,23,13,-3,53.5,40,0
2022,15,MIA,Sat,17-Dec,0,0,0,BUF,29,32,14,7,43.5,61,2
2022,16,MIA,Sun,25-Dec,0,0,1,GNB,20,26,15,-3.5,49.5,46,0
2022,17,MIA,Sun,1-Jan,0,0,0,NWE,21,23,16,2.5,41,44,2
2022,18,MIA,Sun,8-Jan,1,0,1,NYJ,11,6,17,-3.5,37,17,2
2022,1,MIN,Sun,11-Sep,1,0,1,GNB,23,7,1,-2.5,46,30,1
2022,2,MIN,Mon,19-Sep,0,0,0,PHI,7,24,2,2.5,50.5,31,0
2022,3,MIN,Sun,25-Sep,1,0,1,DET,28,24,3,-6,52.5,52,1
2022,4,MIN,Sun,2-Oct,1,0,0,NOR,28,25,4,-3.5,42,53,0
2022,5,MIN,Sun,9-Oct,1,0,1,CHI,29,22,5,-7.5,44,51,1
2022,6,MIN,Sun,16-Oct,1,0,0,MIA,24,16,6,-3,45.5,40,0
2022,8,MIN,Sun,30-Oct,1,0,1,CRD,34,26,7,-3.5,48.5,60,0
2022,9,MIN,Sun,6-Nov,1,0,0,WAS,20,17,8,-3,43.5,37,0
2022,10,MIN,Sun,13-Nov,1,1,0,BUF,33,30,9,6.5,44.5,63,0
